"MEASURE","Unit","COUNTRY","Country","PRODUCT","Product","FLOW","Flow","TIME","Time","Value","Flag Codes","Flags"
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","IMPORTS","Imports","2013","2013",13433,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","IMPORTS","Imports","2014","2014",14219.8,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","IMPORTS","Imports","2015","2015",15982.97,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","IMPORTS","Imports","2016","2016",18514.52,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","IMPORTS","Imports","2017","2017",19350.83,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","IMPORTS","Imports","2018","2018",19437.84,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","IMPORTS","Imports","2019","2019",18410.76,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","IMPORTS","Imports","2020","2020",19498.22,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2000","2000",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2001","2001",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2002","2002",8,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2003","2003",15,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2004","2004",12,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2005","2005",126,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2006","2006",214,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2007","2007",708,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2008","2008",150,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2009","2009",757,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2010","2010",2121,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2011","2011",5649,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2012","2012",9548.99,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2013","2013",12816,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2014","2014",14087.7,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2015","2015",15245.33,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2016","2016",17069.38,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2017","2017",17626.79,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2018","2018",16821.01,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2019","2019",16142.78,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","IMPORTS","Imports","2020","2020",17222.81,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2000","2000",32469,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2001","2001",38681.01,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2002","2002",50851,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2003","2003",70275.01,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2004","2004",100252.98,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2005","2005",121874.12,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2006","2006",153840.91,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2007","2007",160487.27,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2008","2008",156632.27,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2009","2009",189622.71,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2010","2010",239461.2,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2011","2011",257761.17,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2012","2012",263809.92,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2013","2013",323311.96,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2014","2014",377338.37,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2015","2015",370660.75,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2016","2016",391409.19,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2017","2017",396216.22,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2018","2018",429594.79,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2019","2019",457893.77,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","IMPORTS","Imports","2020","2020",497184.6,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2000","2000",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2001","2001",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2002","2002",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2003","2003",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2004","2004",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2005","2005",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2006","2006",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2007","2007",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2008","2008",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2009","2009",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2010","2010",19.3,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2011","2011",82.4,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2012","2012",79.1,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2013","2013",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2014","2014",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2015","2015",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2016","2016",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2017","2017",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2018","2018",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2019","2019",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASES","Biogases","IMPORTS","Imports","2020","2020",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2000","2000",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2001","2001",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2002","2002",31.43,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2003","2003",172.01,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2004","2004",1935.29,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2005","2005",11236.54,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2006","2006",12811.04,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2007","2007",19924.19,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2008","2008",36288.23,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2009","2009",49835.93,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2010","2010",63749.22,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2011","2011",74320.69,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2012","2012",67342.73,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2013","2013",47732.17,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2014","2014",56019.46,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2015","2015",63417.78,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2016","2016",59419.67,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2017","2017",63981.77,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2018","2018",67250.2,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2019","2019",77805.78,,
"TJ","TJ","EU28","Memo: European Union-28","BIOGASOL","Biogasoline","IMPORTS","Imports","2020","2020",78397.34,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2000","2000",428.98,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2001","2001",1412.82,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2002","2002",1603.88,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2003","2003",7637,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2004","2004",4771.13,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2005","2005",20730.52,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2006","2006",56080.18,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2007","2007",83085.87,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2008","2008",130454.56,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2009","2009",136311.97,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2010","2010",183672.61,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2011","2011",235706.5,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2012","2012",247436.58,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2013","2013",208814.77,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2014","2014",255702.14,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2015","2015",225194.93,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2016","2016",259345.64,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2017","2017",292129.53,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2018","2018",381240.77,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2019","2019",404155.24,,
"TJ","TJ","EU28","Memo: European Union-28","BIODIESEL","Biodiesels","IMPORTS","Imports","2020","2020",412251.71,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2000","2000",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2001","2001",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2002","2002",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2003","2003",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2004","2004",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2005","2005",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2006","2006",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2007","2007",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2008","2008",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2009","2009",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2010","2010",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2011","2011",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2012","2012",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2013","2013",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2014","2014",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2015","2015",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2016","2016",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2017","2017",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2018","2018",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2019","2019",0,,
"TJ","TJ","EU28","Memo: European Union-28","BIOJETKERO","Bio jet kerosene","IMPORTS","Imports","2020","2020",0,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2000","2000",2202.8,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2001","2001",2145.2,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2002","2002",2266,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2003","2003",6800,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2004","2004",7230.6,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2005","2005",8636.26,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2006","2006",8924.94,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2007","2007",11669.39,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2008","2008",11540.06,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2009","2009",13427.74,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2010","2010",13143.95,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2011","2011",13587.97,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2012","2012",16373.18,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2013","2013",15014.79,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2014","2014",14751.58,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2015","2015",15238.24,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2016","2016",13396.69,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2017","2017",14469.9,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2018","2018",15060.92,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2019","2019",13846.85,,
"TJ","TJ","EU28","Memo: European Union-28","CHARCOAL","Charcoal","IMPORTS","Imports","2020","2020",10745.02,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2000","2000",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2001","2001",-7,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2002","2002",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2003","2003",-103,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2004","2004",-7,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2005","2005",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2006","2006",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2007","2007",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2008","2008",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2009","2009",-1,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2010","2010",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2011","2011",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2012","2012",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2013","2013",-729,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2014","2014",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2015","2015",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2016","2016",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2017","2017",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2018","2018",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2019","2019",0,,
"TJ","TJ","EU28","Memo: European Union-28","INDWASTE","Industrial waste","EXPORTS","Exports","2020","2020",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2000","2000",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2001","2001",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2002","2002",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2003","2003",-1,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2004","2004",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2005","2005",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2006","2006",-4,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2007","2007",-1,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2008","2008",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2009","2009",-1,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2010","2010",-1,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2011","2011",-1255,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2012","2012",-1479,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2013","2013",-1449,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2014","2014",-1420,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2015","2015",-1446,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2016","2016",-1419,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2017","2017",-1724.6,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2018","2018",-1676.4,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2019","2019",-1714.6,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTER","Municipal waste (renewable)","EXPORTS","Exports","2020","2020",-1766.6,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2000","2000",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2001","2001",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2002","2002",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2003","2003",-1,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2004","2004",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2005","2005",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2006","2006",-4,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2007","2007",-1,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2008","2008",0,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2009","2009",-1,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2010","2010",-1,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2011","2011",-1069,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2012","2012",-1164,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2013","2013",-1185,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2014","2014",-1209,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2015","2015",-1183,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2016","2016",-1208,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2017","2017",-1529.4,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2018","2018",-1547.6,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2019","2019",-1520.4,,
"TJ","TJ","EU28","Memo: European Union-28","MUNWASTEN","Municipal waste (non-renewable)","EXPORTS","Exports","2020","2020",-1569.4,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","EXPORTS","Exports","2000","2000",-20214,,
"TJ","TJ","EU28","Memo: European Union-28","PRIMSBIO","Primary solid biofuels","EXPORTS","Exports","2001","2001",-27498.01,,
