share,sector,year
0.239974364,Electricity,2040
0.222747689,Electricity,2040
0.106369768,Electricity,2040
0.468056791,Electricity,2040
0.280203588,Electricity,2040
0.319889064,Electricity,2040
0.096807385,Electricity,2040
0.08985802,Electricity,2040
0.04291033,Electricity,2040
0.188817477,Electricity,2040
0.113036143,Electricity,2040
0.129045549,Electricity,2040
0.177205747,Electricity,2040
0.164484948,Electricity,2040
0.078547283,Electricity,2040
0.345630059,Electricity,2040
0.206912461,Electricity,2040
0.236217651,Electricity,2040
0.002035779,Electricity,2040
0.00188964,Electricity,2040
0.000902369,Electricity,2040
0.003970676,Electricity,2040
0.002377057,Electricity,2040
0.002713721,Electricity,2040
0.040098565,Electricity,2040
0.03722007,Electricity,2040
0.017773878,Electricity,2040
0.078210044,Electricity,2040
0.046820675,Electricity,2040
0.053451927,Electricity,2040
0.241493656,Electricity,2040
0.224157918,Electricity,2040
0.107043201,Electricity,2040
0.471020088,Electricity,2040
0.281977574,Electricity,2040
0.321914301,Electricity,2040
0.239308485,Electricity,2040
0.235998804,Electricity,2040
0.157480976,Electricity,2040
0.376818211,Electricity,2040
0.274559721,Electricity,2040
1.160489699,Electricity,2040
0.049972974,Electricity,2040
0.049281839,Electricity,2040
0.032885557,Electricity,2040
0.078688087,Electricity,2040
0.057334223,Electricity,2040
0.242336256,Electricity,2040
0.02454366,Electricity,2040
0.024204216,Electricity,2040
0.016151368,Electricity,2040
0.038646762,Electricity,2040
0.028159053,Electricity,2040
0.119020704,Electricity,2040
0.000621792,Electricity,2040
0.000613192,Electricity,2040
0.000409181,Electricity,2040
0.000979081,Electricity,2040
0.000713385,Electricity,2040
0.003015284,Electricity,2040
0.044832126,Electricity,2040
0.044212089,Electricity,2040
0.029502535,Electricity,2040
0.070593241,Electricity,2040
0.051436104,Electricity,2040
0.217406502,Electricity,2040
0.07291287,Electricity,2040
0.071904471,Electricity,2040
0.047981541,Electricity,2040
0.11480954,Electricity,2040
0.08365327,Electricity,2040
0.35357975,Electricity,2040
0.226879559,Electricity,2040
0.201535347,Electricity,2040
0.140246174,Electricity,2040
0.309353993,Electricity,2040
0.217735589,Electricity,2040
1.037601681,Electricity,2040
0.05229559,Electricity,2040
0.046453765,Electricity,2040
0.032326651,Electricity,2040
0.071305893,Electricity,2040
0.050187911,Electricity,2040
0.239166508,Electricity,2040
0.030938927,Electricity,2040
0.027482808,Electricity,2040
0.019124976,Electricity,2040
0.042185733,Electricity,2040
0.029691989,Electricity,2040
0.141494819,Electricity,2040
0.000328563,Electricity,2040
0.00029186,Electricity,2040
0.000203102,Electricity,2040
0.000448002,Electricity,2040
0.000315321,Electricity,2040
0.001502638,Electricity,2040
0.07079772,Electricity,2040
0.062889064,Electricity,2040
0.04376379,Electricity,2040
0.09653385,Electricity,2040
0.067944346,Electricity,2040
0.323783392,Electricity,2040
0.077548319,Electricity,2040
0.068885569,Electricity,2040
0.04793669,Electricity,2040
0.105738403,Electricity,2040
0.074422875,Electricity,2040
0.354656306,Electricity,2040
0.22403367,Electricity,2040
0.223067385,Electricity,2040
0.142562112,Electricity,2040
0.300883114,Electricity,2040
0.214616424,Electricity,2040
1.172472939,Electricity,2040
0.04532595,Electricity,2040
0.045130453,Electricity,2040
0.028842821,Electricity,2040
0.060873943,Electricity,2040
0.043420675,Electricity,2040
0.237211886,Electricity,2040
0.024842014,Electricity,2040
0.024734868,Electricity,2040
0.015808026,Electricity,2040
0.033363479,Electricity,2040
0.023797781,Electricity,2040
0.130009875,Electricity,2040
0.000705886,Electricity,2040
0.000702842,Electricity,2040
0.000449185,Electricity,2040
0.000948024,Electricity,2040
0.000676215,Electricity,2040
0.003694234,Electricity,2040
0.066501324,Electricity,2040
0.066214495,Electricity,2040
0.042317609,Electricity,2040
0.089313028,Electricity,2040
0.063705944,Electricity,2040
0.34803252,Electricity,2040
0.069353531,Electricity,2040
0.069054401,Electricity,2040
0.044132589,Electricity,2040
0.093143617,Electricity,2040
0.066438258,Electricity,2040
0.362959453,Electricity,2040
0.130778647,Electricity,2040
0.102731754,Electricity,2040
0.062210442,Electricity,2040
0.127746436,Electricity,2040
0.093394336,Electricity,2040
0.486058599,Electricity,2040
0.056894579,Electricity,2040
0.044692922,Electricity,2040
0.027064333,Electricity,2040
0.055575431,Electricity,2040
0.040630726,Electricity,2040
0.211457297,Electricity,2040
0.026374857,Electricity,2040
0.020718484,Electricity,2040
0.012546326,Electricity,2040
0.025763334,Electricity,2040
0.018835355,Electricity,2040
0.09802614,Electricity,2040
0.002684249,Electricity,2040
0.002108583,Electricity,2040
0.001276878,Electricity,2040
0.002622012,Electricity,2040
0.001916931,Electricity,2040
0.009976417,Electricity,2040
0.074669337,Electricity,2040
0.058655692,Electricity,2040
0.035519655,Electricity,2040
0.072938067,Electricity,2040
0.053324402,Electricity,2040
0.277519873,Electricity,2040
0.097797538,Electricity,2040
0.0768238,Electricity,2040
0.04652157,Electricity,2040
0.095530021,Electricity,2040
0.069841188,Electricity,2040
0.363479323,Electricity,2040
0.217386749,Electricity,2040
0.15026967,Electricity,2040
0.419357334,Electricity,2040
0.952783251,Electricity,2040
0.087045974,Electricity,2040
0.060170962,Electricity,2040
0.16791901,Electricity,2040
0.381513347,Electricity,2040
0.028045987,Electricity,2040
0.019386928,Electricity,2040
0.054103069,Electricity,2040
0.122922611,Electricity,2040
0.078411601,Electricity,2040
0.054202409,Electricity,2040
0.151262577,Electricity,2040
0.343669797,Electricity,2040
0.178946752,Electricity,2040
0.146265354,Electricity,2040
0.283998433,Electricity,2040
0.892336815,Electricity,2040
0.026915288,Electricity,2040
0.021999696,Electricity,2040
0.042716057,Electricity,2040
0.134215916,Electricity,2040
0.003333724,Electricity,2040
0.002724879,Electricity,2040
0.005290805,Electricity,2040
0.016623964,Electricity,2040
0.071501788,Electricity,2040
0.058443275,Electricity,2040
0.113477307,Electricity,2040
0.35655119,Electricity,2040
0.173887037,Electricity,2040
0.146275615,Electricity,2040
0.263363288,Electricity,2040
0.967613583,Electricity,2040
0.019527483,Electricity,2040
0.016426725,Electricity,2040
0.02957565,Electricity,2040
0.108662833,Electricity,2040
0,Electricity,2040
0,Electricity,2040
0,Electricity,2040
0,Electricity,2040
0.065463025,Electricity,2040
0.055068189,Electricity,2040
0.099148032,Electricity,2040
0.364276218,Electricity,2040
0.099390557,Electricity,2040
0.114812581,Electricity,2040
0.06288628,Electricity,2040
0.118321066,Electricity,2040
0.377446631,Electricity,2040
0.047558733,Electricity,2040
0.054938225,Electricity,2040
0.030091307,Electricity,2040
0.056617048,Electricity,2040
0.180609546,Electricity,2040
0.023260206,Electricity,2040
0.026869397,Electricity,2040
0.014717171,Electricity,2040
0.027690481,Electricity,2040
0.088333205,Electricity,2040
0.000115775,Electricity,2040
0.000133739,Electricity,2040
7.33E-05,Electricity,2040
0.000137826,Electricity,2040
0.000439667,Electricity,2040
0.096641674,Electricity,2040
0.111637165,Electricity,2040
0.06114701,Electricity,2040
0.115048614,Electricity,2040
0.367007443,Electricity,2040
0.18581263,Electricity,2040
0.117723446,Electricity,2040
0.064488145,Electricity,2040
0.415029279,Electricity,2040
0.10031536,Electricity,2040
0.063555797,Electricity,2040
0.034815456,Electricity,2040
0.224063409,Electricity,2040
0.179186518,Electricity,2040
0.113525407,Electricity,2040
0.062188487,Electricity,2040
0.40022926,Electricity,2040
0.147284905,Electricity,2040
0.093313821,Electricity,2040
0.05111671,Electricity,2040
0.328974128,Electricity,2040
0.165002835,Electricity,2040
0.129854427,Electricity,2040
0.072325488,Electricity,2040
0.721903296,Electricity,2040
0.058930989,Electricity,2040
0.046377687,Electricity,2040
0.025831147,Electricity,2040
0.257828752,Electricity,2040
0.085412233,Electricity,2040
0.067217976,Electricity,2040
0.037438639,Electricity,2040
0.373686747,Electricity,2040
0.081220605,Electricity,2040
0.063919236,Electricity,2040
0.035601327,Electricity,2040
0.35534797,Electricity,2040
0.153586468,Electricity,2040
0.12938388,Electricity,2040
0.091102463,Electricity,2040
0.706696095,Electricity,2040
0.047873443,Electricity,2040
0.040329411,Electricity,2040
0.028396958,Electricity,2040
0.22027966,Electricity,2040
0.017862206,Electricity,2040
0.015047429,Electricity,2040
0.010595276,Electricity,2040
0.082189216,Electricity,2040
0.079387614,Electricity,2040
0.06687749,Electricity,2040
0.047090133,Electricity,2040
0.365285547,Electricity,2040
0.114438615,Electricity,2040
0.105166794,Electricity,2040
0.064643332,Electricity,2040
0.525998117,Electricity,2040
0.041491411,Electricity,2040
0.038129775,Electricity,2040
0.023437395,Electricity,2040
0.190708388,Electricity,2040
0.016103452,Electricity,2040
0.01479875,Electricity,2040
0.009096412,Electricity,2040
0.074016847,Electricity,2040
0.078961211,Electricity,2040
0.072563771,Electricity,2040
0.044603089,Electricity,2040
0.362932112,Electricity,2040
0.304549996,Electricity,2040
0.438307841,Electricity,2040
0.699093359,Electricity,2040
0.096575355,Electricity,2040
0.138991088,Electricity,2040
0.221688361,Electricity,2040
0.023108652,Electricity,2040
0.033257933,Electricity,2040
0.053045822,Electricity,2040
0.296435852,Electricity,2040
0.401832998,Electricity,2040
0.329670429,Electricity,2040
0.732783354,Electricity,2040
0.432119846,Electricity,2040
0.066217885,Electricity,2040
0.089761515,Electricity,2040
0.07364183,Electricity,2040
0.163689255,Electricity,2040
0.096526996,Electricity,2040
0.040570763,Electricity,2040
0.054995613,Electricity,2040
0.045119309,Electricity,2040
0.100290095,Electricity,2040
0.059140727,Electricity,2040
0.027158545,Electricity,2040
0.036814709,Electricity,2040
0.030203396,Electricity,2040
0.067135368,Electricity,2040
0.039589498,Electricity,2040
0.207308702,Electricity,2040
0.281016877,Electricity,2040
0.230550887,Electricity,2040
0.512462865,Electricity,2040
0.302197605,Electricity,2040
0.27605533,Electricity,2040
0.326286232,Electricity,2040
0.272125534,Electricity,2040
0.473896228,Electricity,2040
1.406138571,Electricity,2040
0.057952375,Electricity,2040
0.068497363,Electricity,2040
0.057127392,Electricity,2040
0.099485172,Electricity,2040
0.295191076,Electricity,2040
0.015013006,Electricity,2040
0.017744766,Electricity,2040
0.014799288,Electricity,2040
0.025772395,Electricity,2040
0.076471506,Electricity,2040
0.066309495,Electricity,2040
0.078375141,Electricity,2040
0.065365544,Electricity,2040
0.113831599,Electricity,2040
0.337759604,Electricity,2040
0.065545236,Electricity,2040
0.077471817,Electricity,2040
0.064612164,Electricity,2040
0.112519617,Electricity,2040
0.333866708,Electricity,2040
0.274829194,Electricity,2040
0.372522284,Electricity,2040
0.214758498,Electricity,2040
0.515421971,Electricity,2040
1.743508215,Electricity,2040
0.047276715,Electricity,2040
0.064082092,Electricity,2040
0.036943223,Electricity,2040
0.088664007,Electricity,2040
0.299922069,Electricity,2040
0.01409498,Electricity,2040
0.0191053,Electricity,2040
0.011014175,Electricity,2040
0.0264341,Electricity,2040
0.089418133,Electricity,2040
0.045962331,Electricity,2040
0.062300486,Electricity,2040
0.03591613,Electricity,2040
0.086198976,Electricity,2040
0.291583657,Electricity,2040
0.056682366,Electricity,2040
0.076831156,Electricity,2040
0.044293038,Electricity,2040
0.106303616,Electricity,2040
0.359591243,Electricity,2040
0.13321375,Electricity,2040
0.118817629,Electricity,2040
0.061356537,Electricity,2040
0.141834622,Electricity,2040
0.430459592,Electricity,2040
0.070738706,Electricity,2040
0.063094128,Electricity,2040
0.032581337,Electricity,2040
0.075316532,Electricity,2040
0.228581168,Electricity,2040
0.02100349,Electricity,2040
0.018733688,Electricity,2040
0.009673937,Electricity,2040
0.022362722,Electricity,2040
0.067869522,Electricity,2040
0.083361774,Electricity,2040
0.074353048,Electricity,2040
0.038395359,Electricity,2040
0.088756496,Electricity,2040
0.269370656,Electricity,2040
0.113363498,Electricity,2040
0.10111255,Electricity,2040
0.052213767,Electricity,2040
0.120699769,Electricity,2040
0.366316578,Electricity,2040
0.089504831,Electricity,2040
0.096010802,Electricity,2040
0.258131249,Electricity,2040
0.158919206,Electricity,2040
1.174298351,Electricity,2040
0.018840286,Electricity,2040
0.020209758,Electricity,2040
0.05433524,Electricity,2040
0.033451638,Electricity,2040
0.247183489,Electricity,2040
0.005167743,Electricity,2040
0.005543378,Electricity,2040
0.01490373,Electricity,2040
0.009175522,Electricity,2040
0.067800492,Electricity,2040
0.015201251,Electricity,2040
0.016306207,Electricity,2040
0.043840291,Electricity,2040
0.026990394,Electricity,2040
0.199439554,Electricity,2040
0.011323393,Electricity,2040
0.012146473,Electricity,2040
0.032656578,Electricity,2040
0.020105111,Electricity,2040
0.148562277,Electricity,2040
0.053243149,Electricity,2040
0.053888697,Electricity,2040
0.1588695,Electricity,2040
0.080437728,Electricity,2040
0.674918398,Electricity,2040
0.008847167,Electricity,2040
0.008954435,Electricity,2040
0.026398608,Electricity,2040
0.013365964,Electricity,2040
0.112148061,Electricity,2040
0.006306866,Electricity,2040
0.006383334,Electricity,2040
0.018818733,Electricity,2040
0.009528173,Electricity,2040
0.079946808,Electricity,2040
0.016900244,Electricity,2040
0.017105152,Electricity,2040
0.050427771,Electricity,2040
0.025532247,Electricity,2040
0.21423011,Electricity,2040
0.01116709,Electricity,2040
0.011302486,Electricity,2040
0.033320907,Electricity,2040
0.016870816,Electricity,2040
0.141555764,Electricity,2040
0.133233757,Electricity,2040
0.116852529,Electricity,2040
0.55342438,Electricity,2040
0.276822887,Electricity,2040
0.413163478,Electricity,2040
0.076234699,Electricity,2040
0.066861565,Electricity,2040
0.31666255,Electricity,2040
0.158394614,Electricity,2040
0.236407006,Electricity,2040
0.005336213,Electricity,2040
0.00468012,Electricity,2040
0.022165481,Electricity,2040
0.011087174,Electricity,2040
0.01654782,Electricity,2040
0.010524502,Electricity,2040
0.009230503,Electricity,2040
0.043716517,Electricity,2040
0.021867003,Electricity,2040
0.032636922,Electricity,2040
0.072758025,Electricity,2040
0.063812351,Electricity,2040
0.302221192,Electricity,2040
0.151171047,Electricity,2040
0.225625693,Electricity,2040
0.10284995,Electricity,2040
0.085277645,Electricity,2040
0.326691641,Electricity,2040
0.196785856,Electricity,2040
0.329625256,Electricity,2040
0.070566607,Electricity,2040
0.058510034,Electricity,2040
0.224147125,Electricity,2040
0.135017179,Electricity,2040
0.226159914,Electricity,2040
0.005477268,Electricity,2040
0.004541456,Electricity,2040
0.017397944,Electricity,2040
0.010479819,Electricity,2040
0.017554173,Electricity,2040
0.013758588,Electricity,2040
0.011407881,Electricity,2040
0.043702653,Electricity,2040
0.026324714,Electricity,2040
0.044095092,Electricity,2040
0.080430527,Electricity,2040
0.066688666,Electricity,2040
0.255478792,Electricity,2040
0.15389011,Electricity,2040
0.257772932,Electricity,2040
0.146583727,Electricity,2040
0.193545558,Electricity,2040
0.575604951,Electricity,2040
0.200441028,Electricity,2040
0.382401666,Electricity,2040
0.179477428,Electricity,2040
0.236977594,Electricity,2040
0.704771931,Electricity,2040
0.245420422,Electricity,2040
0.468213416,Electricity,2040
0.005573398,Electricity,2040
0.007358978,Electricity,2040
0.021885618,Electricity,2040
0.007621157,Electricity,2040
0.014539654,Electricity,2040
0.021376707,Electricity,2040
0.02822528,Electricity,2040
0.08394205,Electricity,2040
0.029230865,Electricity,2040
0.055766684,Electricity,2040
0.063388561,Electricity,2040
0.083696701,Electricity,2040
0.248914189,Electricity,2040
0.086678573,Electricity,2040
0.1653655,Electricity,2040
0.054342837,Electricity,2040
0.053695593,Electricity,2040
0.208218746,Electricity,2040
0.073946627,Electricity,2040
0.618115705,Electricity,2040
0.013653809,Electricity,2040
0.013491187,Electricity,2040
0.052315616,Electricity,2040
0.038764029,Electricity,2040
0.079755239,Electricity,2030
0.113964855,Electricity,2030
0.109707352,Electricity,2030
0.048637857,Electricity,2030
0.074506398,Electricity,2030
0.056034405,Electricity,2030
0.129390001,Electricity,2030
0.184889582,Electricity,2030
0.17798247,Electricity,2030
0.078907072,Electricity,2030
0.120874605,Electricity,2030
0.090906777,Electricity,2030
0.016253992,Electricity,2030
0.023225858,Electricity,2030
0.022358185,Electricity,2030
0.009912319,Electricity,2030
0.015184286,Electricity,2030
0.011419723,Electricity,2030
0.124619726,Electricity,2030
0.178073181,Electricity,2030
0.171420716,Electricity,2030
0.075997973,Electricity,2030
0.116418271,Electricity,2030
0.087555279,Electricity,2030
0.048935868,Electricity,2030
0.069926054,Electricity,2030
0.067313753,Electricity,2030
0.029843002,Electricity,2030
0.045715307,Electricity,2030
0.034381343,Electricity,2030
0.117936851,Electricity,2030
0.168523804,Electricity,2030
0.162228085,Electricity,2030
0.071922495,Electricity,2030
0.110175208,Electricity,2030
0.082860028,Electricity,2030
0.083923412,Electricity,2030
0.113592657,Electricity,2030
0.105194273,Electricity,2030
0.05079705,Electricity,2030
0.076088484,Electricity,2030
0.165637502,Electricity,2030
0.075374215,Electricity,2030
0.102021083,Electricity,2030
0.094478234,Electricity,2030
0.045622404,Electricity,2030
0.068337424,Electricity,2030
0.14876417,Electricity,2030
0.006755416,Electricity,2030
0.009143642,Electricity,2030
0.008467614,Electricity,2030
0.004088909,Electricity,2030
0.006124744,Electricity,2030
0.013332993,Electricity,2030
0.122661229,Electricity,2030
0.166025363,Electricity,2030
0.153750409,Electricity,2030
0.074244225,Electricity,2030
0.111209814,Electricity,2030
0.242093346,Electricity,2030
0.043694738,Electricity,2030
0.059142036,Electricity,2030
0.054769416,Electricity,2030
0.026447493,Electricity,2030
0.039615482,Electricity,2030
0.086239193,Electricity,2030
0.093445055,Electricity,2030
0.126480464,Electricity,2030
0.117129231,Electricity,2030
0.056560298,Electricity,2030
0.084721205,Electricity,2030
0.184430127,Electricity,2030
0.083852874,Electricity,2030
0.098910406,Electricity,2030
0.10526414,Electricity,2030
0.049538531,Electricity,2030
0.076787446,Electricity,2030
0.131439508,Electricity,2030
0.119082468,Electricity,2030
0.140466208,Electricity,2030
0.149489374,Electricity,2030
0.070351441,Electricity,2030
0.109048601,Electricity,2030
0.186661952,Electricity,2030
0.005490308,Electricity,2030
0.006476207,Electricity,2030
0.006892221,Electricity,2030
0.003243559,Electricity,2030
0.005027695,Electricity,2030
0.008606066,Electricity,2030
0.127139338,Electricity,2030
0.149969857,Electricity,2030
0.15960351,Electricity,2030
0.075111272,Electricity,2030
0.1164266,Electricity,2030
0.199291107,Electricity,2030
0.043629002,Electricity,2030
0.051463499,Electricity,2030
0.054769373,Electricity,2030
0.025775105,Electricity,2030
0.03995283,Electricity,2030
0.068388527,Electricity,2030
0.133526587,Electricity,2030
0.15750407,Electricity,2030
0.167621701,Electricity,2030
0.078884726,Electricity,2030
0.122275661,Electricity,2030
0.209303131,Electricity,2030
0.091317108,Electricity,2030
0.114115546,Electricity,2030
0.103259041,Electricity,2030
0.048773301,Electricity,2030
0.07507869,Electricity,2030
0.168706949,Electricity,2030
0.085987123,Electricity,2030
0.107454866,Electricity,2030
0.097232031,Electricity,2030
0.045926507,Electricity,2030
0.070696507,Electricity,2030
0.158859885,Electricity,2030
0.000268741,Electricity,2030
0.000335836,Electricity,2030
0.000303886,Electricity,2030
0.000143537,Electricity,2030
0.000220953,Electricity,2030
0.000496496,Electricity,2030
0.140335553,Electricity,2030
0.175372049,Electricity,2030
0.15868784,Electricity,2030
0.0749545,Electricity,2030
0.115380455,Electricity,2030
0.259267771,Electricity,2030
0.04843532,Electricity,2030
0.060527793,Electricity,2030
0.054769416,Electricity,2030
0.025869746,Electricity,2030
0.039822334,Electricity,2030
0.089483507,Electricity,2030
0.097611729,Electricity,2030
0.121981697,Electricity,2030
0.110376837,Electricity,2030
0.052135316,Electricity,2030
0.080253973,Electricity,2030
0.180336165,Electricity,2030
0.090679962,Electricity,2030
0.102621735,Electricity,2030
0.048472276,Electricity,2030
0.074615311,Electricity,2030
0.167665705,Electricity,2030
0.000268524,Electricity,2030
0.000303886,Electricity,2030
0.000143537,Electricity,2030
0.000220953,Electricity,2030
0.000496496,Electricity,2030
0.140221828,Electricity,2030
0.15868784,Electricity,2030
0.0749545,Electricity,2030
0.115380455,Electricity,2030
0.259267771,Electricity,2030
0.048396069,Electricity,2030
0.054769416,Electricity,2030
0.025869746,Electricity,2030
0.039822334,Electricity,2030
0.089483507,Electricity,2030
0.097532627,Electricity,2030
0.110376837,Electricity,2030
0.052135316,Electricity,2030
0.080253973,Electricity,2030
0.180336165,Electricity,2030
0.091317108,Electricity,2030
0.110063746,Electricity,2030
0.103259041,Electricity,2030
0.048773301,Electricity,2030
0.07507869,Electricity,2030
0.168706949,Electricity,2030
0.097482254,Electricity,2030
0.117494544,Electricity,2030
0.110230429,Electricity,2030
0.052066162,Electricity,2030
0.080147521,Electricity,2030
0.180096961,Electricity,2030
0.000268741,Electricity,2030
0.000323912,Electricity,2030
0.000303886,Electricity,2030
0.000143537,Electricity,2030
0.000220953,Electricity,2030
0.000496496,Electricity,2030
0.140335553,Electricity,2030
0.169145267,Electricity,2030
0.15868784,Electricity,2030
0.0749545,Electricity,2030
0.115380455,Electricity,2030
0.259267771,Electricity,2030
0.04843532,Electricity,2030
0.058378686,Electricity,2030
0.054769416,Electricity,2030
0.025869746,Electricity,2030
0.039822334,Electricity,2030
0.089483507,Electricity,2030
0.097611729,Electricity,2030
0.1176506,Electricity,2030
0.110376837,Electricity,2030
0.052135316,Electricity,2030
0.080253973,Electricity,2030
0.180336165,Electricity,2030
0.091273457,Electricity,2030
0.11942,Electricity,2030
0.103538833,Electricity,2030
0.048905458,Electricity,2030
0.075282124,Electricity,2030
0.336327055,Electricity,2030
0.08593122,Electricity,2030
0.112430344,Electricity,2030
0.097478703,Electricity,2030
0.04604302,Electricity,2030
0.07087586,Electricity,2030
0.316641824,Electricity,2030
0.000267887,Electricity,2030
0.000350497,Electricity,2030
0.000303886,Electricity,2030
0.000143537,Electricity,2030
0.000220953,Electricity,2030
0.000987118,Electricity,2030
0.139889424,Electricity,2030
0.183027963,Electricity,2030
0.15868784,Electricity,2030
0.0749545,Electricity,2030
0.115380455,Electricity,2030
0.515468564,Electricity,2030
0.048281343,Electricity,2030
0.06317015,Electricity,2030
0.054769416,Electricity,2030
0.025869746,Electricity,2030
0.039822334,Electricity,2030
0.177908479,Electricity,2030
0.033693447,Electricity,2030
0.044083696,Electricity,2030
0.03822119,Electricity,2030
0.018053369,Electricity,2030
0.027790272,Electricity,2030
0.124154579,Electricity,2030
0.100720302,Electricity,2030
0.133766051,Electricity,2030
0.083463709,Electricity,2030
0.043000392,Electricity,2030
0.061687547,Electricity,2030
0.187875748,Electricity,2030
0.056566307,Electricity,2030
0.075125385,Electricity,2030
0.046874698,Electricity,2030
0.024149783,Electricity,2030
0.03464482,Electricity,2030
0.10551435,Electricity,2030
0.027098535,Electricity,2030
0.035989408,Electricity,2030
0.022455694,Electricity,2030
0.011569144,Electricity,2030
0.016596874,Electricity,2030
0.050547481,Electricity,2030
0.158859541,Electricity,2030
0.210980439,Electricity,2030
0.131641847,Electricity,2030
0.067821705,Electricity,2030
0.097295731,Electricity,2030
0.296324124,Electricity,2030
0.066083923,Electricity,2030
0.087765676,Electricity,2030
0.054761644,Electricity,2030
0.028213126,Electricity,2030
0.040474016,Electricity,2030
0.123267764,Electricity,2030
0.078789451,Electricity,2030
0.104639815,Electricity,2030
0.065290311,Electricity,2030
0.033637482,Electricity,2030
0.048255693,Electricity,2030
0.146967661,Electricity,2030
0.095272955,Electricity,2030
0.100562478,Electricity,2030
0.078374846,Electricity,2030
0.039263081,Electricity,2030
0.05399333,Electricity,2030
0.191556752,Electricity,2030
0.0749757,Electricity,2030
0.079138326,Electricity,2030
0.061677618,Electricity,2030
0.030898348,Electricity,2030
0.042490418,Electricity,2030
0.150746889,Electricity,2030
0.008306554,Electricity,2030
0.008767732,Electricity,2030
0.00683326,Electricity,2030
0.003423227,Electricity,2030
0.004707511,Electricity,2030
0.016701241,Electricity,2030
0.172337221,Electricity,2030
0.181905327,Electricity,2030
0.141770591,Electricity,2030
0.071022151,Electricity,2030
0.097667385,Electricity,2030
0.346502931,Electricity,2030
0.066998156,Electricity,2030
0.070717871,Electricity,2030
0.055115013,Electricity,2030
0.027610711,Electricity,2030
0.037969364,Electricity,2030
0.134707158,Electricity,2030
0.067873705,Electricity,2030
0.071642031,Electricity,2030
0.05583527,Electricity,2030
0.027971535,Electricity,2030
0.038465557,Electricity,2030
0.136467547,Electricity,2030
0.151172924,Electricity,2030
0.143455706,Electricity,2030
0.126446708,Electricity,2030
0.13937356,Electricity,2030
0.132570726,Electricity,2030
0.125348163,Electricity,2030
0.142004446,Electricity,2030
0.14178678,Electricity,2030
0.130263776,Electricity,2030
0.141199106,Electricity,2030
0.137845699,Electricity,2030
0.126008292,Electricity,2030
0.142282704,Electricity,2030
0.13818098,Electricity,2030
0.126008292,Electricity,2030
0.147225525,Electricity,2030
0.141611598,Electricity,2030
0.126246877,Electricity,2030
0.141664081,Electricity,2030
0.13830076,Electricity,2030
0.126176723,Electricity,2030
0.140550415,Electricity,2030
0.13773572,Electricity,2030
0.125989595,Electricity,2030
0.139430778,Electricity,2030
0.137462507,Electricity,2030
0.125970965,Electricity,2030
0.145610611,Electricity,2030
0.141791234,Electricity,2030
0.126432786,Electricity,2030
0.149808977,Electricity,2030
0.137488377,Electricity,2030
0.129847274,Electricity,2030
0.13690103,Electricity,2030
0.084297114,Electricity,2030
0.052135296,Electricity,2030
0.11954151,Electricity,2030
0.083847069,Electricity,2030
0.141029755,Electricity,2030
0.066156071,Electricity,2030
0.040735748,Electricity,2030
0.025193867,Electricity,2030
0.057767254,Electricity,2030
0.040518268,Electricity,2030
0.068151237,Electricity,2030
0.204441097,Electricity,2030
0.12588506,Electricity,2030
0.077856222,Electricity,2030
0.178517263,Electricity,2030
0.125212986,Electricity,2030
0.210606725,Electricity,2030
0.02882824,Electricity,2030
0.017751053,Electricity,2030
0.010978506,Electricity,2030
0.02517272,Electricity,2030
0.017656284,Electricity,2030
0.029697656,Electricity,2030
0.121661354,Electricity,2030
0.07491325,Electricity,2030
0.046331651,Electricity,2030
0.106234277,Electricity,2030
0.074513303,Electricity,2030
0.125330473,Electricity,2030
0.296324553,Electricity,2030
0.182462503,Electricity,2030
0.112847713,Electricity,2030
0.258749582,Electricity,2030
0.181488373,Electricity,2030
0.305261245,Electricity,2030
0.141826265,Electricity,2030
0.080096546,Electricity,2030
0.106994961,Electricity,2030
0.100683219,Electricity,2030
0.068488515,Electricity,2030
0.172136332,Electricity,2030
0.065989285,Electricity,2030
0.037267524,Electricity,2030
0.049782887,Electricity,2030
0.046846144,Electricity,2030
0.03186651,Electricity,2030
0.080092029,Electricity,2030
0.056791271,Electricity,2030
0.032072935,Electricity,2030
0.042843826,Electricity,2030
0.040316425,Electricity,2030
0.027424749,Electricity,2030
0.068928283,Electricity,2030
0.034314466,Electricity,2030
0.019379134,Electricity,2030
0.02588713,Electricity,2030
0.024360022,Electricity,2030
0.016570604,Electricity,2030
0.041647902,Electricity,2030
0.18782782,Electricity,2030
0.106075977,Electricity,2030
0.141698932,Electricity,2030
0.133339967,Electricity,2030
0.090702864,Electricity,2030
0.227969001,Electricity,2030
0.265294726,Electricity,2030
0.149825501,Electricity,2030
0.200140635,Electricity,2030
0.188334135,Electricity,2030
0.128111967,Electricity,2030
0.321991564,Electricity,2030
0.137668007,Electricity,2030
0.083469216,Electricity,2030
0.091062913,Electricity,2030
0.093158407,Electricity,2030
0.066829875,Electricity,2030
0.298749324,Electricity,2030
0.063145296,Electricity,2030
0.038285499,Electricity,2030
0.041768561,Electricity,2030
0.042729719,Electricity,2030
0.030653398,Electricity,2030
0.137029764,Electricity,2030
0.055248295,Electricity,2030
0.033497484,Electricity,2030
0.036544952,Electricity,2030
0.037385906,Electricity,2030
0.02681986,Electricity,2030
0.119892712,Electricity,2030
0.034435382,Electricity,2030
0.020878448,Electricity,2030
0.022777886,Electricity,2030
0.02330204,Electricity,2030
