share,sector,year
0.102472408,Electricity,2050
0.073884085,Electricity,2050
0.299387327,Electricity,2050
0.053942572,Electricity,2050
0.00680667,Electricity,2050
0.004907707,Electricity,2050
0.019886628,Electricity,2050
0.003583104,Electricity,2050
0.198090312,Electricity,2050
0.142825973,Electricity,2050
0.578748269,Electricity,2050
0.10427686,Electricity,2050
0.250750737,Electricity,2050
0.203882994,Electricity,2050
0.177872102,Electricity,2050
0.62389146,Electricity,2050
0.203198983,Electricity,2050
0.332179895,Electricity,2050
0.114329979,Electricity,2050
0.092960598,Electricity,2050
0.081100913,Electricity,2050
0.28446376,Electricity,2050
0.092648722,Electricity,2050
0.151457662,Electricity,2050
0.126604349,Electricity,2050
0.102940769,Electricity,2050
0.089807838,Electricity,2050
0.315003549,Electricity,2050
0.102595411,Electricity,2050
0.167718029,Electricity,2050
0.003773756,Electricity,2050
0.003068404,Electricity,2050
0.002676945,Electricity,2050
0.00938946,Electricity,2050
0.00305811,Electricity,2050
0.004999251,Electricity,2050
0.062349664,Electricity,2050
0.050695907,Electricity,2050
0.044228248,Electricity,2050
0.155131838,Electricity,2050
0.050525827,Electricity,2050
0.082597184,Electricity,2050
0.249039821,Electricity,2050
0.202491864,Electricity,2050
0.17665845,Electricity,2050
0.619634539,Electricity,2050
0.20181252,Electricity,2050
0.329913373,Electricity,2050
0.286383105,Electricity,2050
0.37422822,Electricity,2050
0.255640244,Electricity,2050
0.706240098,Electricity,2050
0.485434082,Electricity,2050
1.415067443,Electricity,2050
0.048362464,Electricity,2050
0.063197159,Electricity,2050
0.043170815,Electricity,2050
0.119265105,Electricity,2050
0.081976862,Electricity,2050
0.238967127,Electricity,2050
0.017657016,Electricity,2050
0.023073127,Electricity,2050
0.015761558,Electricity,2050
0.043543396,Electricity,2050
0.02992955,Electricity,2050
0.08724631,Electricity,2050
0.001430144,Electricity,2050
0.001868826,Electricity,2050
0.00127662,Electricity,2050
0.003526832,Electricity,2050
0.002424168,Electricity,2050
0.007066584,Electricity,2050
0.029112178,Electricity,2050
0.038042044,Electricity,2050
0.025987023,Electricity,2050
0.0717926,Electricity,2050
0.049346638,Electricity,2050
0.143848205,Electricity,2050
0.070194082,Electricity,2050
0.091725405,Electricity,2050
0.062658836,Electricity,2050
0.17310335,Electricity,2050
0.118982576,Electricity,2050
0.34684085,Electricity,2050
0.284816493,Electricity,2050
0.355432746,Electricity,2050
0.256037732,Electricity,2050
0.625062896,Electricity,2050
0.425245326,Electricity,2050
2.030972048,Electricity,2050
0.045539728,Electricity,2050
0.056830664,Electricity,2050
0.04093825,Electricity,2050
0.099942226,Electricity,2050
0.067993101,Electricity,2050
0.324735108,Electricity,2050
0.003278398,Electricity,2050
0.004091231,Electricity,2050
0.002947138,Electricity,2050
0.007194825,Electricity,2050
0.004894813,Electricity,2050
0.02337763,Electricity,2050
0.000172043,Electricity,2050
0.000214699,Electricity,2050
0.000154659,Electricity,2050
0.000377568,Electricity,2050
0.000256869,Electricity,2050
0.001226806,Electricity,2050
0.064740069,Electricity,2050
0.080791461,Electricity,2050
0.058198528,Electricity,2050
0.142079606,Electricity,2050
0.096660174,Electricity,2050
0.461649077,Electricity,2050
0.050489373,Electricity,2050
0.063007505,Electricity,2050
0.045387767,Electricity,2050
0.110804797,Electricity,2050
0.075383169,Electricity,2050
0.360030082,Electricity,2050
0.281300994,Electricity,2050
0.403793062,Electricity,2050
0.251626912,Electricity,2050
0.593055394,Electricity,2050
0.413366175,Electricity,2050
2.128428655,Electricity,2050
0.038198885,Electricity,2050
0.054832529,Electricity,2050
0.034169334,Electricity,2050
0.080533149,Electricity,2050
0.056132497,Electricity,2050
0.289027069,Electricity,2050
0.007831853,Electricity,2050
0.011242221,Electricity,2050
0.007005681,Electricity,2050
0.016511576,Electricity,2050
0.011508751,Electricity,2050
0.059258732,Electricity,2050
0.000432554,Electricity,2050
0.00062091,Electricity,2050
0.000386925,Electricity,2050
0.000911937,Electricity,2050
0.00063563,Electricity,2050
0.003272869,Electricity,2050
0.059484561,Electricity,2050
0.085387018,Electricity,2050
0.053209611,Electricity,2050
0.12540887,Electricity,2050
0.087411371,Electricity,2050
0.450082463,Electricity,2050
0.049810174,Electricity,2050
0.071499935,Electricity,2050
0.044555762,Electricity,2050
0.105012755,Electricity,2050
0.073195053,Electricity,2050
0.376882428,Electricity,2050
0.154086593,Electricity,2050
0.138694222,Electricity,2050
0.082622674,Electricity,2050
0.19189679,Electricity,2050
0.136276509,Electricity,2050
0.722550135,Electricity,2050
0.057961315,Electricity,2050
0.05217131,Electricity,2050
0.0310794,Electricity,2050
0.072184024,Electricity,2050
0.051261862,Electricity,2050
0.271794938,Electricity,2050
0.004100729,Electricity,2050
0.003691089,Electricity,2050
0.002198849,Electricity,2050
0.005106977,Electricity,2050
0.003626747,Electricity,2050
0.019229332,Electricity,2050
0.003401318,Electricity,2050
0.003061546,Electricity,2050
0.001823819,Electricity,2050
0.004235943,Electricity,2050
0.003008177,Electricity,2050
0.015949621,Electricity,2050
0.091804264,Electricity,2050
0.082633543,Electricity,2050
0.049226306,Electricity,2050
0.11433145,Electricity,2050
0.081193077,Electricity,2050
0.430492897,Electricity,2050
0.080181959,Electricity,2050
0.072172239,Electricity,2050
0.042994317,Electricity,2050
0.099857231,Electricity,2050
0.070914135,Electricity,2050
0.375993031,Electricity,2050
0.247041945,Electricity,2050
0.189511764,Electricity,2050
0.513303666,Electricity,2050
0.732786851,Electricity,2050
0.11801904,Electricity,2050
0.090535219,Electricity,2050
0.24521992,Electricity,2050
0.350073348,Electricity,2050
0.025365952,Electricity,2050
0.019458826,Electricity,2050
0.052705366,Electricity,2050
0.075241619,Electricity,2050
0.114342168,Electricity,2050
0.087714602,Electricity,2050
0.237580116,Electricity,2050
0.339166845,Electricity,2050
0.236834019,Electricity,2050
0.244190512,Electricity,2050
0.581407014,Electricity,2050
1.727870567,Electricity,2050
0.017265294,Electricity,2050
0.017801585,Electricity,2050
0.042384801,Electricity,2050
0.125962447,Electricity,2050
0.006352615,Electricity,2050
0.006549939,Electricity,2050
0.015595121,Electricity,2050
0.046346793,Electricity,2050
0.050048153,Electricity,2050
0.051602739,Electricity,2050
0.122863884,Electricity,2050
0.365136442,Electricity,2050
0.232143886,Electricity,2050
0.247399332,Electricity,2050
0.532476874,Electricity,2050
1.978165031,Electricity,2050
0.005254095,Electricity,2050
0.005599371,Electricity,2050
0.01205151,Electricity,2050
0.044771663,Electricity,2050
0,Electricity,2050
0,Electricity,2050
0,Electricity,2050
0,Electricity,2050
0.044160679,Electricity,2050
0.047062719,Electricity,2050
0.101292955,Electricity,2050
0.376305885,Electricity,2050
0.106627876,Electricity,2050
0.144035261,Electricity,2050
0.064915838,Electricity,2050
0.15647224,Electricity,2050
0.498070586,Electricity,2050
0.049190705,Electricity,2050
0.066447877,Electricity,2050
0.029947664,Electricity,2050
0.072185436,Electricity,2050
0.229775215,Electricity,2050
0.003355292,Electricity,2050
0.004532402,Electricity,2050
0.002042727,Electricity,2050
0.00492376,Electricity,2050
0.015672941,Electricity,2050
0.000118705,Electricity,2050
0.000160349,Electricity,2050
7.23E-05,Electricity,2050
0.000174195,Electricity,2050
0.000554484,Electricity,2050
0.081133485,Electricity,2050
0.109596882,Electricity,2050
0.049394665,Electricity,2050
0.119060218,Electricity,2050
0.378983472,Electricity,2050
0.245571675,Electricity,2050
0.167182825,Electricity,2050
0.124846465,Electricity,2050
0.453140492,Electricity,2050
0.107698041,Electricity,2050
0.073319786,Electricity,2050
0.05475273,Electricity,2050
0.198729529,Electricity,2050
0.08328795,Electricity,2050
0.056701632,Electricity,2050
0.042342856,Electricity,2050
0.153686872,Electricity,2050
0.180547758,Electricity,2050
0.12291517,Electricity,2050
0.091788882,Electricity,2050
0.33315528,Electricity,2050
0.234224128,Electricity,2050
0.223157382,Electricity,2050
0.179215658,Electricity,2050
1.416961101,Electricity,2050
0.065144935,Electricity,2050
0.062066933,Electricity,2050
0.049845388,Electricity,2050
0.394100473,Electricity,2050
0.082200285,Electricity,2050
0.078316442,Electricity,2050
0.06289522,Electricity,2050
0.497278427,Electricity,2050
0.059710638,Electricity,2050
0.056889398,Electricity,2050
0.045687357,Electricity,2050
0.361225172,Electricity,2050
0.224636303,Electricity,2050
0.239694652,Electricity,2050
0.229694829,Electricity,2050
1.519481819,Electricity,2050
0.047011231,Electricity,2050
0.050162598,Electricity,2050
0.048069864,Electricity,2050
0.317992726,Electricity,2050
0.006275591,Electricity,2050
0.006696272,Electricity,2050
0.00641691,Electricity,2050
0.04244927,Electricity,2050
0.055007948,Electricity,2050
0.05869537,Electricity,2050
0.056246658,Electricity,2050
0.372084012,Electricity,2050
0.185780374,Electricity,2050
0.217825314,Electricity,2050
0.164402297,Electricity,2050
1.267275695,Electricity,2050
0.035652631,Electricity,2050
0.041802293,Electricity,2050
0.03155002,Electricity,2050
0.243199601,Electricity,2050
0.004996548,Electricity,2050
0.005858394,Electricity,2050
0.004421586,Electricity,2050
0.034083273,Electricity,2050
0.054937705,Electricity,2050
0.064413816,Electricity,2050
0.048615926,Electricity,2050
0.374750126,Electricity,2050
0.316417205,Electricity,2050
0.485559667,Electricity,2050
0.371026535,Electricity,2050
0.097610868,Electricity,2050
0.149789265,Electricity,2050
0.114457184,Electricity,2050
0.045044213,Electricity,2050
0.069122832,Electricity,2050
0.052818235,Electricity,2050
0.338153608,Electricity,2050
0.628861,Electricity,2050
0.486073536,Electricity,2050
0.83068361,Electricity,2050
0.734578143,Electricity,2050
0.069616015,Electricity,2050
0.129464231,Electricity,2050
0.100068436,Electricity,2050
0.17101365,Electricity,2050
0.151228323,Electricity,2050
0.063858987,Electricity,2050
0.118757941,Electricity,2050
0.091793087,Electricity,2050
0.156871352,Electricity,2050
0.13872221,Electricity,2050
0.024684111,Electricity,2050
0.045904803,Electricity,2050
0.035481783,Electricity,2050
0.060637195,Electricity,2050
0.053621809,Electricity,2050
0.131611401,Electricity,2050
0.244756451,Electricity,2050
0.189182719,Electricity,2050
0.323307015,Electricity,2050
0.285902194,Electricity,2050
0.330510127,Electricity,2050
0.644076645,Electricity,2050
0.526937904,Electricity,2050
0.718858242,Electricity,2050
1.545214822,Electricity,2050
0.052722198,Electricity,2050
0.102741591,Electricity,2050
0.084055895,Electricity,2050
0.114670575,Electricity,2050
0.246489033,Electricity,2050
0.00819139,Electricity,2050
0.015962848,Electricity,2050
0.013059672,Electricity,2050
0.017816241,Electricity,2050
0.03829673,Electricity,2050
0.05999584,Electricity,2050
0.116915992,Electricity,2050
0.095652386,Electricity,2050
0.130490719,Electricity,2050
0.28049507,Electricity,2050
0.045312171,Electricity,2050
0.088301412,Electricity,2050
0.072241962,Electricity,2050
0.098553795,Electricity,2050
0.211845362,Electricity,2050
0.331267983,Electricity,2050
0.777525167,Electricity,2050
0.452254561,Electricity,2050
1.093365162,Electricity,2050
3.113958939,Electricity,2050
0.034562474,Electricity,2050
0.081122219,Electricity,2050
0.047185474,Electricity,2050
0.114075031,Electricity,2050
0.324891423,Electricity,2050
0.002837168,Electricity,2050
0.006659169,Electricity,2050
0.003873366,Electricity,2050
0.009364203,Electricity,2050
0.026669721,Electricity,2050
0.040078318,Electricity,2050
0.094068557,Electricity,2050
0.054715829,Electricity,2050
0.132280326,Electricity,2050
0.376741018,Electricity,2050
0.03558666,Electricity,2050
0.083526103,Electricity,2050
0.048583715,Electricity,2050
0.117455401,Electricity,2050
0.334518887,Electricity,2050
0.15921303,Electricity,2050
0.184623408,Electricity,2050
0.093164772,Electricity,2050
0.219126535,Electricity,2050
0.573706823,Electricity,2050
0.067349811,Electricity,2050
0.078098832,Electricity,2050
0.039410278,Electricity,2050
0.09269424,Electricity,2050
0.242687714,Electricity,2050
0.004373025,Electricity,2050
0.005070959,Electricity,2050
0.00255891,Electricity,2050
0.006018639,Electricity,2050
0.015757719,Electricity,2050
0.093812598,Electricity,2050
0.108785076,Electricity,2050
0.054895188,Electricity,2050
0.129115246,Electricity,2050
0.338043485,Electricity,2050
0.095329403,Electricity,2050
0.110543963,Electricity,2050
0.055782759,Electricity,2050
0.131202841,Electricity,2050
0.343509128,Electricity,2050
0.13003014,Electricity,2050
0.183936403,Electricity,2050
0.489137391,Electricity,2050
0.28293402,Electricity,2050
2.060550204,Electricity,2050
0.005547297,Electricity,2050
0.007847026,Electricity,2050
0.020867396,Electricity,2050
0.012070425,Electricity,2050
0.087906418,Electricity,2050
0.001917202,Electricity,2050
0.002712011,Electricity,2050
0.007211982,Electricity,2050
0.00417166,Electricity,2050
0.030381341,Electricity,2050
0.002225474,Electricity,2050
0.003148083,Electricity,2050
0.008371618,Electricity,2050
0.004842434,Electricity,2050
0.035266448,Electricity,2050
0.009737786,Electricity,2050
0.013774755,Electricity,2050
0.036630855,Electricity,2050
0.021188556,Electricity,2050
0.154311892,Electricity,2050
0.064817152,Electricity,2050
0.075539992,Electricity,2050
0.237963932,Electricity,2050
0.116484079,Electricity,2050
0.931713246,Electricity,2050
0.001828211,Electricity,2050
