,share,sector,year,,,,,,,,,,,,
,0.064401607,transport,2040,,,,,,,,,,,,
,0.001108714,transport,2040,,,,,,,,,,,,
,0.001715561,transport,2040,,,,,,,,,,,,
,0.001273894,transport,2040,,,,,,,,,,,,
,0.001386271,transport,2040,,,,,,,,,,,,
,0.001255282,transport,2040,,,,,,,,,,,,
,0.001368248,transport,2040,,,,,,,,,,,,
,0.013281567,transport,2040,,,,,,,,,,,,
,0.020551137,transport,2040,,,,,,,,,,,,
,0.015260295,transport,2040,,,,,,,,,,,,
,0.016606493,transport,2040,,,,,,,,,,,,
,0.015037345,transport,2040,,,,,,,,,,,,
,0.016390585,transport,2040,,,,,,,,,,,,
,0.014254483,transport,2040,,,,,,,,,,,,
,0.02205657,transport,2040,,,,,,,,,,,,
,0.016378157,transport,2040,,,,,,,,,,,,
,0.017822969,transport,2040,,,,,,,,,,,,
,0.016138876,transport,2040,,,,,,,,,,,,
,0.017591245,transport,2040,,,,,,,,,,,,
,0.04890024,transport,2040,,,,,,,,,,,,
,0.083478011,transport,2040,,,,,,,,,,,,
,0.059362773,transport,2040,,,,,,,,,,,,
,0.060718402,transport,2040,,,,,,,,,,,,
,0.054737322,transport,2040,,,,,,,,,,,,
,0.061611005,transport,2040,,,,,,,,,,,,
,0.061648803,transport,2040,,,,,,,,,,,,
,0.105241191,transport,2040,,,,,,,,,,,,
,0.074838976,transport,2040,,,,,,,,,,,,
,0.076548025,transport,2040,,,,,,,,,,,,
,0.069007645,transport,2040,,,,,,,,,,,,
,0.077673335,transport,2040,,,,,,,,,,,,
,0.001181125,transport,2040,,,,,,,,,,,,
,0.002016308,transport,2040,,,,,,,,,,,,
,0.001433835,transport,2040,,,,,,,,,,,,
,0.001466578,transport,2040,,,,,,,,,,,,
,0.001322112,transport,2040,,,,,,,,,,,,
,0.001488138,transport,2040,,,,,,,,,,,,
,0.018519804,transport,2040,,,,,,,,,,,,
,0.031615313,transport,2040,,,,,,,,,,,,
,0.02248224,transport,2040,,,,,,,,,,,,
,0.022995652,transport,2040,,,,,,,,,,,,
,0.02073046,transport,2040,,,,,,,,,,,,
,0.023333704,transport,2040,,,,,,,,,,,,
,0.015185451,transport,2040,,,,,,,,,,,,
,0.025923211,transport,2040,,,,,,,,,,,,
,0.01843448,transport,2040,,,,,,,,,,,,
,0.018855456,transport,2040,,,,,,,,,,,,
,0.016998095,transport,2040,,,,,,,,,,,,
,0.019132644,transport,2040,,,,,,,,,,,,
,0.043905297,transport,2040,,,,,,,,,,,,
,0.061354975,transport,2040,,,,,,,,,,,,
,0.051557035,transport,2040,,,,,,,,,,,,
,0.054154463,transport,2040,,,,,,,,,,,,
,0.047825102,transport,2040,,,,,,,,,,,,
,0.052987868,transport,2040,,,,,,,,,,,,
,0.050697209,transport,2040,,,,,,,,,,,,
,0.070846257,transport,2040,,,,,,,,,,,,
,0.059532629,transport,2040,,,,,,,,,,,,
,0.062531864,transport,2040,,,,,,,,,,,,
,0.055223387,transport,2040,,,,,,,,,,,,
,0.061184804,transport,2040,,,,,,,,,,,,
,0.003217074,transport,2040,,,,,,,,,,,,
,0.004495665,transport,2040,,,,,,,,,,,,
,0.00377774,transport,2040,,,,,,,,,,,,
,0.003968061,transport,2040,,,,,,,,,,,,
,0.00350429,transport,2040,,,,,,,,,,,,
,0.003882582,transport,2040,,,,,,,,,,,,
,0.013694023,transport,2040,,,,,,,,,,,,
,0.019136562,transport,2040,,,,,,,,,,,,
,0.016080593,transport,2040,,,,,,,,,,,,
,0.016890728,transport,2040,,,,,,,,,,,,
,0.014916606,transport,2040,,,,,,,,,,,,
,0.016526868,transport,2040,,,,,,,,,,,,
,0.014795068,transport,2040,,,,,,,,,,,,
,0.020675205,transport,2040,,,,,,,,,,,,
,0.017373526,transport,2040,,,,,,,,,,,,
,0.018248799,transport,2040,,,,,,,,,,,,
,0.016115951,transport,2040,,,,,,,,,,,,
,0.017855683,transport,2040,,,,,,,,,,,,
,0.064528763,transport,2040,,,,,,,,,,,,
,0.093039549,transport,2040,,,,,,,,,,,,
,0.096882959,transport,2040,,,,,,,,,,,,
,0.071452819,transport,2040,,,,,,,,,,,,
,0.077592099,transport,2040,,,,,,,,,,,,
,0.003720976,transport,2040,,,,,,,,,,,,
,0.005365017,transport,2040,,,,,,,,,,,,
,0.005586643,transport,2040,,,,,,,,,,,,
,0.004120244,transport,2040,,,,,,,,,,,,
,0.004474258,transport,2040,,,,,,,,,,,,
,0.021453197,transport,2040,,,,,,,,,,,,
,0.030931877,transport,2040,,,,,,,,,,,,
,0.032209655,transport,2040,,,,,,,,,,,,
,0.023755164,transport,2040,,,,,,,,,,,,
,0.025796226,transport,2040,,,,,,,,,,,,
,0.07844064,transport,2040,,,,,,,,,,,,
,0.11309812,transport,2040,,,,,,,,,,,,
,0.117770138,transport,2040,,,,,,,,,,,,
,0.086857466,transport,2040,,,,,,,,,,,,
,0.094320325,transport,2040,,,,,,,,,,,,
,0.043983086,transport,2040,,,,,,,,,,,,
,0.079322935,transport,2040,,,,,,,,,,,,
,0.06147624,transport,2040,,,,,,,,,,,,
,0.057301507,transport,2040,,,,,,,,,,,,
,0.05070055,transport,2040,,,,,,,,,,,,
,0.056749153,transport,2040,,,,,,,,,,,,
,0.058428247,transport,2040,,,,,,,,,,,,
,0.105374598,transport,2040,,,,,,,,,,,,
,0.081666596,transport,2040,,,,,,,,,,,,
,0.076120775,transport,2040,,,,,,,,,,,,
,0.067351896,transport,2040,,,,,,,,,,,,
,0.075387014,transport,2040,,,,,,,,,,,,
,0.00321918,transport,2040,,,,,,,,,,,,
,0.005805749,transport,2040,,,,,,,,,,,,
,0.004499526,transport,2040,,,,,,,,,,,,
,0.004193972,transport,2040,,,,,,,,,,,,
,0.00371084,transport,2040,,,,,,,,,,,,
,0.004153545,transport,2040,,,,,,,,,,,,
,0.016996335,transport,2040,,,,,,,,,,,,
,0.030652673,transport,2040,,,,,,,,,,,,
,0.023756195,transport,2040,,,,,,,,,,,,
,0.022142957,transport,2040,,,,,,,,,,,,
,0.019592157,transport,2040,,,,,,,,,,,,
,0.021929512,transport,2040,,,,,,,,,,,,
,0.045720677,transport,2040,,,,,,,,,,,,
,0.082456658,transport,2040,,,,,,,,,,,,
,0.063904913,transport,2040,,,,,,,,,,,,
,0.059565254,transport,2040,,,,,,,,,,,,
,0.05270352,transport,2040,,,,,,,,,,,,
,0.058991079,transport,2040,,,,,,,,,,,,
,0.038589951,transport,2040,,,,,,,,,,,,
,0.054158142,transport,2040,,,,,,,,,,,,
,0.046242906,transport,2040,,,,,,,,,,,,
,0.047852468,transport,2040,,,,,,,,,,,,
,0.041791567,transport,2040,,,,,,,,,,,,
,0.08063095,transport,2040,,,,,,,,,,,,
,0.052541219,transport,2040,,,,,,,,,,,,
,0.073737714,transport,2040,,,,,,,,,,,,
,0.062960915,transport,2040,,,,,,,,,,,,
,0.065152376,transport,2040,,,,,,,,,,,,
,0.056900303,transport,2040,,,,,,,,,,,,
,0.10978113,transport,2040,,,,,,,,,,,,
,0.010455708,transport,2040,,,,,,,,,,,,
,0.014673813,transport,2040,,,,,,,,,,,,
,0.012529229,transport,2040,,,,,,,,,,,,
,0.01296533,transport,2040,,,,,,,,,,,,
,0.011323167,transport,2040,,,,,,,,,,,,
,0.021846457,transport,2040,,,,,,,,,,,,
,0.012203911,transport,2040,,,,,,,,,,,,
,0.017127286,transport,2040,,,,,,,,,,,,
,0.014624126,transport,2040,,,,,,,,,,,,
,0.015133143,transport,2040,,,,,,,,,,,,
,0.013216408,transport,2040,,,,,,,,,,,,
,0.025499201,transport,2040,,,,,,,,,,,,
,0.01069942,transport,2040,,,,,,,,,,,,
,0.015015844,transport,2040,,,,,,,,,,,,
,0.012821272,transport,2040,,,,,,,,,,,,
,0.013267538,transport,2040,,,,,,,,,,,,
,0.011587098,transport,2040,,,,,,,,,,,,
,0.022355675,transport,2040,,,,,,,,,,,,
,0.014836204,transport,2040,,,,,,,,,,,,
,0.0202723,transport,2040,,,,,,,,,,,,
,0.017763553,transport,2040,,,,,,,,,,,,
,0.019128194,transport,2040,,,,,,,,,,,,
,0.016007986,transport,2040,,,,,,,,,,,,
,0.016769402,transport,2040,,,,,,,,,,,,
,0.037389084,transport,2040,,,,,,,,,,,,
,0.051088725,transport,2040,,,,,,,,,,,,
,0.044766371,transport,2040,,,,,,,,,,,,
,0.048205437,transport,2040,,,,,,,,,,,,
,0.040342123,transport,2040,,,,,,,,,,,,
,0.042260984,transport,2040,,,,,,,,,,,,
,0.000788954,transport,2040,,,,,,,,,,,,
,0.001078033,transport,2040,,,,,,,,,,,,
,0.000944623,transport,2040,,,,,,,,,,,,
,0.001017192,transport,2040,,,,,,,,,,,,
,0.000851267,transport,2040,,,,,,,,,,,,
,0.000891757,transport,2040,,,,,,,,,,,,
,0.009476938,transport,2040,,,,,,,,,,,,
,0.01294936,transport,2040,,,,,,,,,,,,
,0.011346845,transport,2040,,,,,,,,,,,,
,0.012218538,transport,2040,,,,,,,,,,,,
,0.010225439,transport,2040,,,,,,,,,,,,
,0.010711809,transport,2040,,,,,,,,,,,,
,0.011991308,transport,2040,,,,,,,,,,,,
,0.016385014,transport,2040,,,,,,,,,,,,
,0.014357328,transport,2040,,,,,,,,,,,,
,0.015460294,transport,2040,,,,,,,,,,,,
,0.012938397,transport,2040,,,,,,,,,,,,
,0.013553809,transport,2040,,,,,,,,,,,,
,0.014186978,transport,2040,,,,,,,,,,,,
,0.021102386,transport,2040,,,,,,,,,,,,
,0.017622367,transport,2040,,,,,,,,,,,,
,0.018365992,transport,2040,,,,,,,,,,,,
,0.016844172,transport,2040,,,,,,,,,,,,
,0.020592248,transport,2040,,,,,,,,,,,,
,0.039148227,transport,2040,,,,,,,,,,,,
,0.058230937,transport,2040,,,,,,,,,,,,
,0.048628007,transport,2040,,,,,,,,,,,,
,0.050680001,transport,2040,,,,,,,,,,,,
,0.046480615,transport,2040,,,,,,,,,,,,
,0.056823237,transport,2040,,,,,,,,,,,,
,0.000964917,transport,2040,,,,,,,,,,,,
,0.001435263,transport,2040,,,,,,,,,,,,
,0.001198572,transport,2040,,,,,,,,,,,,
,0.00124915,transport,2040,,,,,,,,,,,,
,0.001145644,transport,2040,,,,,,,,,,,,
,0.001400567,transport,2040,,,,,,,,,,,,
,0.009334419,transport,2040,,,,,,,,,,,,
,0.01388446,transport,2040,,,,,,,,,,,,
,0.011594758,transport,2040,,,,,,,,,,,,
,0.012084031,transport,2040,,,,,,,,,,,,
,0.011082738,transport,2040,,,,,,,,,,,,
,0.013548811,transport,2040,,,,,,,,,,,,
,0.011883392,transport,2040,,,,,,,,,,,,
,0.017675924,transport,2040,,,,,,,,,,,,
,0.014760967,transport,2040,,,,,,,,,,,,
,0.015383847,transport,2040,,,,,,,,,,,,
,0.014109129,transport,2040,,,,,,,,,,,,
,0.017248618,transport,2040,,,,,,,,,,,,
,0.039054032,transport,2040,,,,,,,,,,,,
,0.016931309,transport,2040,,,,,,,,,,,,
,0.009596427,transport,2040,,,,,,,,,,,,
,0.03707067,transport,2040,,,,,,,,,,,,
,0.016881588,transport,2040,,,,,,,,,,,,
,0.010349884,transport,2040,,,,,,,,,,,,
,0.034287672,transport,2040,,,,,,,,,,,,
,0.015150119,transport,2040,,,,,,,,,,,,
,0.008721984,transport,2040,,,,,,,,,,,,
,0.037194235,transport,2040,,,,,,,,,,,,
,0.016797448,transport,2040,,,,,,,,,,,,
,0.009538475,transport,2040,,,,,,,,,,,,
,0.036384293,transport,2040,,,,,,,,,,,,
,0.016122088,transport,2040,,,,,,,,,,,,
,0.009538475,transport,2040,,,,,,,,,,,,
,0.039187952,transport,2040,,,,,,,,,,,,
,0.016906109,transport,2040,,,,,,,,,,,,
,0.009604943,transport,2040,,,,,,,,,,,,
,0.036781899,transport,2040,,,,,,,,,,,,
,0.01661295,transport,2040,,,,,,,,,,,,
,0.009433999,transport,2040,,,,,,,,,,,,
,0.03673137,transport,2040,,,,,,,,,,,,
,0.016773776,transport,2040,,,,,,,,,,,,
,0.009543285,transport,2040,,,,,,,,,,,,
,0.036103104,transport,2040,,,,,,,,,,,,
,0.016501559,transport,2040,,,,,,,,,,,,
,0.009540654,transport,2040,,,,,,,,,,,,
,0.036454525,transport,2040,,,,,,,,,,,,
,0.015485444,transport,2040,,,,,,,,,,,,
,0.009505828,transport,2040,,,,,,,,,,,,
,0.032795109,transport,2040,,,,,,,,,,,,
,0.013911815,transport,2040,,,,,,,,,,,,
,0.009430933,transport,2040,,,,,,,,,,,,
,0.024271649,transport,2040,,,,,,,,,,,,
,0.022264774,transport,2040,,,,,,,,,,,,
,0.033862736,transport,2040,,,,,,,,,,,,
,0.026620465,transport,2040,,,,,,,,,,,,
,0.025247988,transport,2040,,,,,,,,,,,,
,0.035357589,transport,2040,,,,,,,,,,,,
,0.029361089,transport,2040,,,,,,,,,,,,
,0.026933399,transport,2040,,,,,,,,,,,,
,0.040963299,transport,2040,,,,,,,,,,,,
,0.032202421,transport,2040,,,,,,,,,,,,
,0.030542153,transport,2040,,,,,,,,,,,,
,0.042771603,transport,2040,,,,,,,,,,,,
,0.043622398,transport,2040,,,,,,,,,,,,
,0.040015528,transport,2040,,,,,,,,,,,,
,0.06086005,transport,2040,,,,,,,,,,,,
,0.047843826,transport,2040,,,,,,,,,,,,
,0.045377131,transport,2040,,,,,,,,,,,,
,0.063546686,transport,2040,,,,,,,,,,,,
,0.032150162,transport,2040,,,,,,,,,,,,
,0.029491862,transport,2040,,,,,,,,,,,,
,0.044854491,transport,2040,,,,,,,,,,,,
,0.035261399,transport,2040,,,,,,,,,,,,
,0.033443419,transport,2040,,,,,,,,,,,,
,0.04683457,transport,2040,,,,,,,,,,,,
,0.00073669,transport,2040,,,,,,,,,,,,
,0.000675777,transport,2040,,,,,,,,,,,,
,0.001027797,transport,2040,,,,,,,,,,,,
,0.000807981,transport,2040,,,,,,,,,,,,
,0.000766323,transport,2040,,,,,,,,,,,,
,0.001073169,transport,2040,,,,,,,,,,,,
,0.013347616,transport,2040,,,,,,,,,,,,
,0.012520379,transport,2040,,,,,,,,,,,,
,0.015919288,transport,2040,,,,,,,,,,,,
,0.014098675,transport,2040,,,,,,,,,,,,
,0.014085102,transport,2040,,,,,,,,,,,,
,0.016242642,transport,2040,,,,,,,,,,,,
,0.021358468,transport,2040,,,,,,,,,,,,
,0.020034747,transport,2040,,,,,,,,,,,,
,0.025473583,transport,2040,,,,,,,,,,,,
,0.02256029,transport,2040,,,,,,,,,,,,
,0.022538571,transport,2040,,,,,,,,,,,,
,0.025991005,transport,2040,,,,,,,,,,,,
,0.013109987,transport,2040,,,,,,,,,,,,
,0.012297478,transport,2040,,,,,,,,,,,,
,0.015635876,transport,2040,,,,,,,,,,,,
,0.013847675,transport,2040,,,,,,,,,,,,
,0.013834344,transport,2040,,,,,,,,,,,,
,0.015953473,transport,2040,,,,,,,,,,,,
,0.008637628,transport,2040,,,,,,,,,,,,
,0.008102299,transport,2040,,,,,,,,,,,,
,0.010301831,transport,2040,,,,,,,,,,,,
,0.00912366,transport,2040,,,,,,,,,,,,
,0.009114877,transport,2040,,,,,,,,,,,,
,0.010511083,transport,2040,,,,,,,,,,,,
,0.00039955,transport,2040,,,,,,,,,,,,
,0.000374788,transport,2040,,,,,,,,,,,,
,0.000476531,transport,2040,,,,,,,,,,,,
,0.000422033,transport,2040,,,,,,,,,,,,
,0.000421626,transport,2040,,,,,,,,,,,,
,0.000486211,transport,2040,,,,,,,,,,,,
,0.009546896,transport,2040,,,,,,,,,,,,
,0.009480618,transport,2040,,,,,,,,,,,,
,0.011290191,transport,2040,,,,,,,,,,,,
,0.010476289,transport,2040,,,,,,,,,,,,
,0.010442586,transport,2040,,,,,,,,,,,,
,0.011262638,transport,2040,,,,,,,,,,,,
,0.020458994,transport,2040,,,,,,,,,,,,
,0.02031696,transport,2040,,,,,,,,,,,,
,0.024194875,transport,2040,,,,,,,,,,,,
,0.022450683,transport,2040,,,,,,,,,,,,
,0.022378457,transport,2040,,,,,,,,,,,,
,0.024135828,transport,2040,,,,,,,,,,,,
,0.005015017,transport,2040,,,,,,,,,,,,
,0.004980201,transport,2040,,,,,,,,,,,,
,0.005930776,transport,2040,,,,,,,,,,,,
,0.00550323,transport,2040,,,,,,,,,,,,
,0.005485526,transport,2040,,,,,,,,,,,,
,0.005916302,transport,2040,,,,,,,,,,,,
,0.006357645,transport,2040,,,,,,,,,,,,
,0.006313508,transport,2040,,,,,,,,,,,,
,0.007518572,transport,2040,,,,,,,,,,,,
,0.006976563,transport,2040,,,,,,,,,,,,
,0.006954119,transport,2040,,,,,,,,,,,,
,0.007500223,transport,2040,,,,,,,,,,,,
,0.000211991,transport,2040,,,,,,,,,,,,
,0.00021052,transport,2040,,,,,,,,,,,,
,0.000250702,transport,2040,,,,,,,,,,,,
,0.000232629,transport,2040,,,,,,,,,,,,
,0.00023188,transport,2040,,,,,,,,,,,,
,0.00025009,transport,2040,,,,,,,,,,,,
,0.009212165,transport,2040,,,,,,,,,,,,
,0.009324574,transport,2040,,,,,,,,,,,,
,0.010791725,transport,2040,,,,,,,,,,,,
,0.010148738,transport,2040,,,,,,,,,,,,
,0.01005413,transport,2040,,,,,,,,,,,,
,0.010082991,transport,2040,,,,,,,,,,,,
,0.022763686,transport,2040,,,,,,,,,,,,
,0.023041454,transport,2040,,,,,,,,,,,,
,0.026666854,transport,2040,,,,,,,,,,,,
,0.025078002,transport,2040,,,,,,,,,,,,
,0.024844222,transport,2040,,,,,,,,,,,,
,0.024915539,transport,2040,,,,,,,,,,,,
,0.010835565,transport,2040,,,,,,,,,,,,
,0.010967783,transport,2040,,,,,,,,,,,,
,0.012693481,transport,2040,,,,,,,,,,,,
,0.011937184,transport,2040,,,,,,,,,,,,
,0.011825905,transport,2040,,,,,,,,,,,,
,0.011859851,transport,2040,,,,,,,,,,,,
,0.006032567,transport,2040,,,,,,,,,,,,
,0.006106178,transport,2040,,,,,,,,,,,,
,0.007066939,transport,2040,,,,,,,,,,,,
,0.00664588,transport,2040,,,,,,,,,,,,
,0.006583927,transport,2040,,,,,,,,,,,,
,0.006602826,transport,2040,,,,,,,,,,,,
,0.0005785,transport,2040,,,,,,,,,,,,
,0.000585559,transport,2040,,,,,,,,,,,,
,0.000677693,transport,2040,,,,,,,,,,,,
,0.000637315,transport,2040,,,,,,,,,,,,
,0.000631374,transport,2040,,,,,,,,,,,,
,0.000633186,transport,2040,,,,,,,,,,,,
,0.009121633,transport,2040,,,,,,,,,,,,
,0.009250444,transport,2040,,,,,,,,,,,,
,0.010837205,transport,2040,,,,,,,,,,,,
,0.010138563,transport,2040,,,,,,,,,,,,
,0.009897545,transport,2040,,,,,,,,,,,,
,0.009896688,transport,2040,,,,,,,,,,,,
,0.022222401,transport,2040,,,,,,,,,,,,
,0.022536215,transport,2040,,,,,,,,,,,,
,0.026401929,transport,2040,,,,,,,,,,,,
,0.024699876,transport,2040,,,,,,,,,,,,
,0.024112701,transport,2040,,,,,,,,,,,,
,0.024110613,transport,2040,,,,,,,,,,,,
,0.012042662,transport,2040,,,,,,,,,,,,
,0.012212722,transport,2040,,,,,,,,,,,,
,0.014307612,transport,2040,,,,,,,,,,,,
,0.013385243,transport,2040,,,,,,,,,,,,
,0.013067044,transport,2040,,,,,,,,,,,,
,0.013065913,transport,2040,,,,,,,,,,,,
,0.005916465,transport,2040,,,,,,,,,,,,
,0.006000014,transport,2040,,,,,,,,,,,,
,0.007029217,transport,2040,,,,,,,,,,,,
,0.006576064,transport,2040,,,,,,,,,,,,
,0.006419736,transport,2040,,,,,,,,,,,,
,0.00641918,transport,2040,,,,,,,,,,,,
,0.000563319,transport,2040,,,,,,,,,,,,
,0.000571274,transport,2040,,,,,,,,,,,,
,0.000669266,transport,2040,,,,,,,,,,,,
,0.000626121,transport,2040,,,,,,,,,,,,
,0.000611236,transport,2040,,,,,,,,,,,,
,0.000611183,transport,2040,,,,,,,,,,,,
,0.039943302,transport,2040,,,,,,,,,,,,
,0.036862294,transport,2040,,,,,,,,,,,,
,0.050182828,transport,2040,,,,,,,,,,,,
,0.040832842,transport,2040,,,,,,,,,,,,
,0.00112505,transport,2040,,,,,,,,,,,,
,0.001038269,transport,2040,,,,,,,,,,,,
,0.001413458,transport,2040,,,,,,,,,,,,
,0.001150105,transport,2040,,,,,,,,,,,,
,0.064790815,transport,2040,,,,,,,,,,,,
,0.059793205,transport,2040,,,,,,,,,,,,
,0.081400039,transport,2040,,,,,,,,,,,,
,0.066233711,transport,2040,,,,,,,,,,,,
,0.018788928,transport,2040,,,,,,,,,,,,
,0.019624851,transport,2040,,,,,,,,,,,,
,0.025294342,transport,2040,,,,,,,,,,,,
,0.021593059,transport,2040,,,,,,,,,,,,
,0.02026221,transport,2040,,,,,,,,,,,,
,0.023917676,transport,2040,,,,,,,,,,,,
,0.063463311,transport,2040,,,,,,,,,,,,
,0.066286807,transport,2040,,,,,,,,,,,,
,0.085436629,transport,2040,,,,,,,,,,,,
,0.072934817,transport,2040,,,,,,,,,,,,
,0.068439611,transport,2040,,,,,,,,,,,,
,0.080786669,transport,2040,,,,,,,,,,,,
,0.000992947,transport,2040,,,,,,,,,,,,
,0.001037124,transport,2040,,,,,,,,,,,,
,0.001336742,transport,2040,,,,,,,,,,,,
,0.001141139,transport,2040,,,,,,,,,,,,
,0.001070807,transport,2040,,,,,,,,,,,,
,0.001263989,transport,2040,,,,,,,,,,,,
,0.02096841,transport,2040,,,,,,,,,,,,
,0.021901299,transport,2040,,,,,,,,,,,,
,0.02822844,transport,2040,,,,,,,,,,,,
,0.024097816,transport,2040,,,,,,,,,,,,
,0.02261259,transport,2040,,,,,,,,,,,,
,0.026692084,transport,2040,,,,,,,,,,,,
,0.000212233,transport,2040,,,,,,,,,,,,
,0.000221676,transport,2040,,,,,,,,,,,,
,0.000285716,transport,2040,,,,,,,,,,,,
,0.000243908,transport,2040,,,,,,,,,,,,
,0.000228875,transport,2040,,,,,,,,,,,,
,0.000270166,transport,2040,,,,,,,,,,,,
,0.012386447,transport,2040,,,,,,,,,,,,
,0.01320844,transport,2040,,,,,,,,,,,,
,0.015827899,transport,2040,,,,,,,,,,,,
,0.014073701,transport,2040,,,,,,,,,,,,
,0.013377069,transport,2040,,,,,,,,,,,,
,0.015181155,transport,2040,,,,,,,,,,,,
,0.047914088,transport,2040,,,,,,,,,,,,
,0.051093775,transport,2040,,,,,,,,,,,,
,0.061226544,transport,2040,,,,,,,,,,,,
,0.054440838,transport,2040,,,,,,,,,,,,
,0.051746076,transport,2040,,,,,,,,,,,,
,0.058724766,transport,2040,,,,,,,,,,,,
,0.000887129,transport,2040,,,,,,,,,,,,
,0.000946001,transport,2040,,,,,,,,,,,,
,0.001133609,transport,2040,,,,,,,,,,,,
,0.001007972,transport,2040,,,,,,,,,,,,
,0.000958078,transport,2040,,,,,,,,,,,,
,0.001087288,transport,2040,,,,,,,,,,,,
,0.012508784,transport,2040,,,,,,,,,,,,
,0.013338895,transport,2040,,,,,,,,,,,,
,0.015984226,transport,2040,,,,,,,,,,,,
,0.014212702,transport,2040,,,,,,,,,,,,
,0.013509189,transport,2040,,,,,,,,,,,,
,0.015331094,transport,2040,,,,,,,,,,,,
,0.000193615,transport,2040,,,,,,,,,,,,
,0.000206464,transport,2040,,,,,,,,,,,,
,0.000247409,transport,2040,,,,,,,,,,,,
,0.000219989,transport,2040,,,,,,,,,,,,
,0.000209099,transport,2040,,,,,,,,,,,,
,0.000237299,transport,2040,,,,,,,,,,,,
,0.009777662,transport,2040,,,,,,,,,,,,
,0.011224588,transport,2040,,,,,,,,,,,,
,0.012612013,transport,2040,,,,,,,,,,,,
,0.011701129,transport,2040,,,,,,,,,,,,
,0.010950071,transport,2040,,,,,,,,,,,,
,0.011742492,transport,2040,,,,,,,,,,,,
,0.040369776,transport,2040,,,,,,,,,,,,
,0.046343807,transport,2040,,,,,,,,,,,,
,0.052072175,transport,2040,,,,,,,,,,,,
,0.048311339,transport,2040,,,,,,,,,,,,
,0.04521039,transport,2040,,,,,,,,,,,,
,0.048482117,transport,2040,,,,,,,,,,,,
,0.000810339,transport,2040,,,,,,,,,,,,
,0.000930255,transport,2040,,,,,,,,,,,,
,0.00104524,transport,2040,,,,,,,,,,,,
,0.00096975,transport,2040,,,,,,,,,,,,
,0.000907504,transport,2040,,,,,,,,,,,,
,0.000973178,transport,2040,,,,,,,,,,,,
,0.011008038,transport,2040,,,,,,,,,,,,
,0.012637038,transport,2040,,,,,,,,,,,,
,0.014199051,transport,2040,,,,,,,,,,,,
,0.013173545,transport,2040,,,,,,,,,,,,
,0.012327978,transport,2040,,,,,,,,,,,,
,0.013220113,transport,2040,,,,,,,,,,,,
,0.000500644,transport,2040,,,,,,,,,,,,
,0.000574731,transport,2040,,,,,,,,,,,,
,0.000645771,transport,2040,,,,,,,,,,,,
,0.000599131,transport,2040,,,,,,,,,,,,
,0.000560675,transport,2040,,,,,,,,,,,,
,0.000601249,transport,2040,,,,,,,,,,,,
,0.009606697,transport,2040,,,,,,,,,,,,
,0.010729114,transport,2040,,,,,,,,,,,,
,0.011776634,transport,2040,,,,,,,,,,,,
,0.011341726,transport,2040,,,,,,,,,,,,
,0.010462063,transport,2040,,,,,,,,,,,,
,0.010590722,transport,2040,,,,,,,,,,,,
,0.038472523,transport,2040,,,,,,,,,,,,
,0.042967534,transport,2040,,,,,,,,,,,,
,0.047162603,transport,2040,,,,,,,,,,,,
,0.045420899,transport,2040,,,,,,,,,,,,
,0.041898058,transport,2040,,,,,,,,,,,,
,0.042413309,transport,2040,,,,,,,,,,,,
,0.000818275,transport,2040,,,,,,,,,,,,
,0.000913879,transport,2040,,,,,,,,,,,,
,0.001003105,transport,2040,,,,,,,,,,,,
,0.00096606,transport,2040,,,,,,,,,,,,
,0.000891133,transport,2040,,,,,,,,,,,,
,0.000902092,transport,2040,,,,,,,,,,,,
,0.010784927,transport,2040,,,,,,,,,,,,
,0.012045005,transport,2040,,,,,,,,,,,,
,0.013221,transport,2040,,,,,,,,,,,,
,0.012732752,transport,2040,,,,,,,,,,,,
,0.011745201,transport,2040,,,,,,,,,,,,
,0.01188964,transport,2040,,,,,,,,,,,,
,0.000493958,transport,2040,,,,,,,,,,,,
,0.00055167,transport,2040,,,,,,,,,,,,
,0.000605532,transport,2040,,,,,,,,,,,,
,0.00058317,transport,2040,,,,,,,,,,,,
,0.000537939,transport,2040,,,,,,,,,,,,
,0.000544554,transport,2040,,,,,,,,,,,,
,0.009440557,transport,2040,,,,,,,,,,,,
,0.01077613,transport,2040,,,,,,,,,,,,
,0.012151154,transport,2040,,,,,,,,,,,,
,0.011643403,transport,2040,,,,,,,,,,,,
,0.010287599,transport,2040,,,,,,,,,,,,
,0.010677571,transport,2040,,,,,,,,,,,,
,0.036119798,transport,2040,,,,,,,,,,,,
,0.041229734,transport,2040,,,,,,,,,,,,
,0.046490608,transport,2040,,,,,,,,,,,,
,0.044547943,transport,2040,,,,,,,,,,,,
,0.0393606,transport,2040,,,,,,,,,,,,
,0.040852644,transport,2040,,,,,,,,,,,,
,0.000767979,transport,2040,,,,,,,,,,,,
,0.000876626,transport,2040,,,,,,,,,,,,
,0.000988483,transport,2040,,,,,,,,,,,,
,0.000947178,transport,2040,,,,,,,,,,,,
,0.000836884,transport,2040,,,,,,,,,,,,
,0.000868608,transport,2040,,,,,,,,,,,,
,0.010193996,transport,2040,,,,,,,,,,,,
,0.01163616,transport,2040,,,,,,,,,,,,
,0.013120923,transport,2040,,,,,,,,,,,,
,0.01257265,transport,2040,,,,,,,,,,,,
,0.01110864,transport,2040,,,,,,,,,,,,
,0.011529735,transport,2040,,,,,,,,,,,,
,0.000463594,transport,2040,,,,,,,,,,,,
